# time [s]; height [m]; vInf [m/s]; vHor [m/s]; vVer [m/s]
2922.05000;50117.68103;42.03158;-16.91444;4.14674
2922.30000;50118.71769;42.03463;-16.91348;4.14659
2922.55000;50119.75433;42.03768;-16.91254;4.14650
2922.80000;50120.79095;42.04071;-16.91161;4.14649
2923.05000;50121.82758;42.04373;-16.91071;4.14655
2923.30000;50122.86407;42.04679;-16.90965;4.14532
2923.55000;50123.90042;42.04984;-16.90873;4.14553
2923.80000;50124.93684;42.05287;-16.90784;4.14581
2924.05000;50125.97316;42.05591;-16.90680;4.14480
2924.30000;50127.00942;42.05895;-16.90592;4.14522
2924.55000;50128.04561;42.06200;-16.90490;4.14436
2924.80000;50129.08178;42.06502;-16.90404;4.14493
2925.05000;50130.11792;42.06806;-16.90305;4.14421
2925.30000;50131.15389;42.07112;-16.90204;4.14356
2925.55000;50132.18971;42.07419;-16.90102;4.14299
2925.80000;50133.22556;42.07723;-16.90018;4.14386
2926.05000;50134.26148;42.08026;-16.89922;4.14343
2926.30000;50135.29729;42.08330;-16.89826;4.14308
2926.55000;50136.33302;42.08634;-16.89730;4.14280
2926.80000;50137.36870;42.08938;-16.89635;4.14259
2927.05000;50138.40433;42.09241;-16.89541;4.14246
2927.30000;50139.43994;42.09544;-16.89449;4.14239
2927.55000;50140.47536;42.09851;-16.89340;4.14104
2927.80000;50141.51063;42.10158;-16.89245;4.14112
2928.05000;50142.54593;42.10463;-16.89152;4.14128
2928.30000;50143.58128;42.10766;-16.89063;4.14152
2928.55000;50144.61670;42.11066;-16.88977;4.14182
2928.80000;50145.65203;42.11368;-16.88876;4.14083
2929.05000;50146.68713;42.11674;-16.88772;4.13991
2929.30000;50147.72217;42.11978;-16.88684;4.14043
2929.55000;50148.75718;42.12283;-16.88582;4.13965
2929.80000;50149.79218;42.12586;-16.88498;4.14032
2930.05000;50150.82718;42.12888;-16.88400;4.13969
2930.30000;50151.86203;42.13193;-16.88301;4.13913
2930.55000;50152.89675;42.13499;-16.88202;4.13865
2930.80000;50153.93136;42.13805;-16.88102;4.13824
2931.05000;50154.96605;42.14108;-16.88021;4.13927
2931.30000;50156.00083;42.14408;-16.87929;4.13900
2931.55000;50157.03539;42.14714;-16.87819;4.13744
2931.80000;50158.06973;42.15021;-16.87721;4.13732
2932.05000;50159.10423;42.15322;-16.87644;4.13864
2932.30000;50160.13872;42.15625;-16.87539;4.13729
2932.55000;50161.17305;42.15929;-16.87448;4.13739
2932.80000;50162.20742;42.16230;-16.87359;4.13755
2933.05000;50163.24167;42.16534;-16.87254;4.13642
2933.30000;50164.27581;42.16838;-16.87165;4.13673
2933.55000;50165.30987;42.17144;-16.87061;4.13574
2933.80000;50166.34386;42.17448;-16.86972;4.13619
2934.05000;50167.37780;42.17753;-16.86869;4.13535
2934.30000;50168.41172;42.18056;-16.86783;4.13595
2934.55000;50169.44562;42.18360;-16.86684;4.13526
2934.80000;50170.47935;42.18665;-16.86583;4.13463
2935.05000;50171.51311;42.18968;-16.86500;4.13545
2935.30000;50172.54692;42.19269;-16.86404;4.13497
2935.55000;50173.58061;42.19572;-16.86308;4.13456
2935.80000;50174.61420;42.19876;-16.86212;4.13422
2936.05000;50175.64773;42.20180;-16.86117;4.13395
2936.30000;50176.68119;42.20483;-16.86022;4.13375
2936.55000;50177.71461;42.20786;-16.85929;4.13363
2936.80000;50178.74801;42.21089;-16.85837;4.13357
2937.05000;50179.78124;42.21395;-16.85728;4.13222
2937.30000;50180.81430;42.21702;-16.85634;4.13232
2937.55000;50181.84740;42.22006;-16.85541;4.13248
2937.80000;50182.88055;42.22309;-16.85452;4.13272
2938.05000;50183.91360;42.22613;-16.85348;4.13166
2938.30000;50184.94656;42.22917;-16.85259;4.13204
2938.55000;50185.97946;42.23222;-16.85156;4.13113
2938.80000;50187.01231;42.23526;-16.85069;4.13165
2939.05000;50188.04513;42.23830;-16.84968;4.13088
2939.30000;50189.07793;42.24132;-16.84884;4.13155
2939.55000;50190.11074;42.24434;-16.84786;4.13092
2939.80000;50191.14340;42.24737;-16.84688;4.13036
2940.05000;50192.17593;42.25042;-16.84589;4.12987
2940.30000;50193.20835;42.25349;-16.84490;4.12946
2940.55000;50194.24084;42.25650;-16.84409;4.13049
2940.80000;50195.27343;42.25950;-16.84317;4.13021
2941.05000;50196.30578;42.26255;-16.84208;4.12864
2941.30000;50197.33793;42.26562;-16.84110;4.12851
2941.55000;50198.37022;42.26863;-16.84034;4.12982
2941.80000;50199.40250;42.27166;-16.83928;4.12846
2942.05000;50200.43463;42.27469;-16.83837;4.12854
2942.30000;50201.46678;42.27770;-16.83748;4.12869
2942.55000;50202.49881;42.28074;-16.83643;4.12754
2942.80000;50203.53073;42.28378;-16.83554;4.12784
2943.05000;50204.56257;42.28683;-16.83449;4.12683
2943.30000;50205.59433;42.28988;-16.83360;4.12727
2943.55000;50206.62604;42.29293;-16.83257;4.12641
2943.80000;50207.65771;42.29596;-16.83170;4.12699
2944.05000;50208.68937;42.29901;-16.83070;4.12627
2944.30000;50209.72103;42.30202;-16.82987;4.12700
2944.55000;50210.75271;42.30503;-16.82891;4.12642
2944.80000;50211.78425;42.30805;-16.82794;4.12591
2945.05000;50212.81567;42.31109;-16.82697;4.12547
2945.30000;50213.84699;42.31414;-16.82599;4.12510
2945.55000;50214.87823;42.31719;-16.82502;4.12481
2945.80000;50215.90941;42.32024;-16.82406;4.12459
2946.05000;50216.94054;42.32329;-16.82310;4.12444
2946.30000;50217.97164;42.32633;-16.82216;4.12436
2946.55000;50219.00272;42.32936;-16.82124;4.12435
2946.80000;50220.03382;42.33237;-16.82034;4.12441
2947.05000;50221.06494;42.33537;-16.81947;4.12454
2947.30000;50222.09593;42.33840;-16.81843;4.12337
2947.55000;50223.12681;42.34142;-16.81754;4.12364
2947.80000;50224.15759;42.34446;-16.81650;4.12261
2948.05000;50225.18829;42.34750;-16.81562;4.12302
2948.30000;50226.21893;42.35055;-16.81459;4.12213
2948.55000;50227.24953;42.35357;-16.81373;4.12268
2948.80000;50228.28011;42.35661;-16.81272;4.12193
2949.05000;50229.31051;42.35967;-16.81170;4.12125
2949.30000;50230.34092;42.36270;-16.81086;4.12202
2949.55000;50231.37136;42.36572;-16.80989;4.12149
2949.80000;50232.40167;42.36876;-16.80891;4.12102
2950.05000;50233.43188;42.37181;-16.80793;4.12063
2950.30000;50234.46199;42.37486;-16.80696;4.12031
2950.55000;50235.49221;42.37786;-16.80617;4.12143
2950.80000;50236.52237;42.38090;-16.80509;4.11987
2951.05000;50237.55233;42.38395;-16.80414;4.11976
2951.30000;50238.58226;42.38699;-16.80320;4.11972
2951.55000;50239.61219;42.39001;-16.80229;4.11975
2951.80000;50240.64214;42.39302;-16.80139;4.11985
2952.05000;50241.67195;42.39607;-16.80034;4.11864
2952.30000;50242.70164;42.39911;-16.79943;4.11888
2952.55000;50243.73140;42.40212;-16.79856;4.11919
2952.80000;50244.76108;42.40515;-16.79753;4.11820
2953.05000;50245.79068;42.40817;-16.79667;4.11864
2953.30000;50246.82024;42.41120;-16.79566;4.11779
2953.55000;50247.84976;42.41421;-16.79481;4.11837
2953.80000;50248.87926;42.41723;-16.79383;4.11765
2954.05000;50249.90859;42.42027;-16.79284;4.11700
2954.30000;50250.93777;42.42332;-16.79183;4.11643
2954.55000;50251.96699;42.42634;-16.79100;4.11729
2954.80000;50252.99625;42.42936;-16.79005;4.11685
2955.05000;50254.02542;42.43238;-16.78910;4.11648
2955.30000;50255.05450;42.43541;-16.78815;4.11618
2955.55000;50256.08352;42.43843;-16.78721;4.11595
2955.80000;50257.11249;42.44146;-16.78627;4.11579
2956.05000;50258.14142;42.44448;-16.78535;4.11569
2956.30000;50259.17017;42.44754;-16.78426;4.11430
2956.55000;50260.19875;42.45060;-16.78331;4.11435
2956.80000;50261.22735;42.45365;-16.78238;4.11447
2957.05000;50262.25599;42.45668;-16.78147;4.11466
2957.30000;50263.28469;42.45968;-16.78060;4.11492
2957.55000;50264.31329;42.46271;-16.77958;4.11388
2957.80000;50265.34181;42.46572;-16.77871;4.11427
2958.05000;50266.37027;42.46875;-16.77770;4.11337
2958.30000;50267.39850;42.47182;-16.77666;4.11253
2958.55000;50268.42671;42.47486;-16.77578;4.11314
2958.80000;50269.45491;42.47790;-16.77478;4.11245
2959.05000;50270.48312;42.48092;-16.77394;4.11319
2959.30000;50271.51134;42.48393;-16.77298;4.11264
2959.55000;50272.53944;42.48696;-16.77201;4.11215
2959.80000;50273.56743;42.49000;-16.77104;4.11173
2960.05000;50274.59532;42.49304;-16.77006;4.11138
2960.30000;50275.62330;42.49604;-16.76928;4.11248
2960.55000;50276.65122;42.49907;-16.76820;4.11089
2960.80000;50277.67892;42.50211;-16.76725;4.11075
2961.05000;50278.70660;42.50515;-16.76631;4.11067
2961.30000;50279.73427;42.50818;-16.76539;4.11067
2961.55000;50280.76195;42.51119;-16.76449;4.11074
2961.80000;50281.78948;42.51424;-16.76343;4.10950
2962.05000;50282.81688;42.51728;-16.76251;4.10970
2962.30000;50283.84434;42.52030;-16.76162;4.10998
2962.55000;50284.87187;42.52329;-16.76077;4.11032
2962.80000;50285.89933;42.52630;-16.75978;4.10935
2963.05000;50286.92656;42.52934;-16.75875;4.10846
2963.30000;50287.95374;42.53237;-16.75788;4.10900
2963.55000;50288.98090;42.53540;-16.75688;4.10824
2963.80000;50290.00804;42.53841;-16.75604;4.10892
2964.05000;50291.03520;42.54142;-16.75508;4.10830
2964.30000;50292.06220;42.54444;-16.75410;4.10774
2964.55000;50293.08908;42.54748;-16.75312;4.10726
2964.80000;50294.11584;42.55053;-16.75213;4.10684
2965.05000;50295.14267;42.55354;-16.75133;4.10787
2965.30000;50296.16943;42.55658;-16.75023;4.10621
2965.55000;50297.19613;42.55959;-16.74944;4.10737
2965.80000;50298.22279;42.56263;-16.74836;4.10586
2966.05000;50299.24924;42.56568;-16.74741;4.10578
2966.30000;50300.27569;42.56872;-16.74647;4.10578
2966.55000;50301.30214;42.57175;-16.74556;4.10585
2966.80000;50302.32862;42.57475;-16.74467;4.10598
2967.05000;50303.35497;42.57779;-16.74362;4.10481
2967.30000;50304.38121;42.58082;-16.74272;4.10508
2967.55000;50305.40752;42.58382;-16.74186;4.10542
2967.80000;50306.43376;42.58685;-16.74085;4.10446
2968.05000;50307.45993;42.58985;-16.73999;4.10493
2968.30000;50308.48606;42.59287;-16.73899;4.10409
2968.55000;50309.51199;42.59592;-16.73798;4.10333
2968.80000;50310.53790;42.59894;-16.73713;4.10401
2969.05000;50311.56383;42.60197;-16.73615;4.10338
2969.30000;50312.58960;42.60501;-16.73515;4.10282
2969.55000;50313.61542;42.60801;-16.73434;4.10370
2969.80000;50314.64112;42.61106;-16.73322;4.10191
2970.05000;50315.66672;42.61408;-16.73240;4.10293
2970.30000;50316.69242;42.61709;-16.73147;4.10264
2970.55000;50317.71805;42.62009;-16.73055;4.10242
2970.80000;50318.74346;42.62315;-16.72945;4.10089
2971.05000;50319.76885;42.62617;-16.72866;4.10218
2971.30000;50320.79422;42.62921;-16.72759;4.10079
2971.55000;50321.81943;42.63225;-16.72666;4.10085
2971.80000;50322.84465;42.63528;-16.72575;4.10097
2972.05000;50323.86992;42.63828;-16.72487;4.10116
2972.30000;50324.89507;42.64131;-16.72383;4.10004
2972.55000;50325.92012;42.64434;-16.72294;4.10037
2972.80000;50326.94527;42.64733;-16.72209;4.10076
2973.05000;50327.97034;42.65034;-16.72109;4.09985
2973.30000;50328.99520;42.65339;-16.72007;4.09900
2973.55000;50330.02002;42.65641;-16.71921;4.09959
2973.80000;50331.04483;42.65943;-16.71822;4.09888
2974.05000;50332.06947;42.66248;-16.71721;4.09824
2974.30000;50333.09413;42.66550;-16.71637;4.09904
2974.55000;50334.11882;42.66851;-16.71542;4.09853
2974.80000;50335.14340;42.67154;-16.71445;4.09809
2975.05000;50336.16787;42.67457;-16.71349;4.09771
2975.30000;50337.19226;42.67761;-16.71252;4.09741
2975.55000;50338.21659;42.68065;-16.71156;4.09717
2975.80000;50339.24086;42.68368;-16.71062;4.09701
2976.05000;50340.26510;42.68671;-16.70968;4.09691
2976.30000;50341.28932;42.68973;-16.70876;4.09688
2976.55000;50342.31354;42.69274;-16.70786;4.09691
2976.80000;50343.33779;42.69573;-16.70698;4.09701
2977.05000;50344.36189;42.69876;-16.70594;4.09580
2977.30000;50345.38587;42.70178;-16.70505;4.09604
2977.55000;50346.40974;42.70482;-16.70400;4.09496
2977.80000;50347.43353;42.70786;-16.70310;4.09534
2978.05000;50348.45742;42.71086;-16.70225;4.09577
2978.30000;50349.48125;42.71387;-16.70125;4.09490
2978.55000;50350.50505;42.71687;-16.70042;4.09547
2978.80000;50351.52882;42.71987;-16.69944;4.09473
2979.05000;50352.55242;42.72290;-16.69845;4.09405
2979.30000;50353.57586;42.72594;-16.69745;4.09345
2979.55000;50354.59933;42.72895;-16.69662;4.09428
2979.80000;50355.62284;42.73196;-16.69567;4.09381
2980.05000;50356.64624;42.73498;-16.69472;4.09340
2980.30000;50357.66955;42.73800;-16.69377;4.09306
2980.55000;50358.69278;42.74103;-16.69282;4.09279
2980.80000;50359.71595;42.74405;-16.69187;4.09258
2981.05000;50360.73908;42.74707;-16.69094;4.09244
2981.30000;50361.76218;42.75009;-16.69002;4.09237
2981.55000;50362.78527;42.75309;-16.68912;4.09237
2981.80000;50363.80820;42.75613;-16.68805;4.09105
2982.05000;50364.83098;42.75918;-16.68713;4.09118
2982.30000;50365.85380;42.76220;-16.68622;4.09138
2982.55000;50366.87668;42.76520;-16.68536;4.09164
2982.80000;50367.89946;42.76822;-16.68433;4.09059
2983.05000;50368.92215;42.77123;-16.68347;4.09099
2983.30000;50369.94479;42.77425;-16.68245;4.09007
2983.55000;50370.96720;42.77731;-16.68141;4.08922
2983.80000;50371.98958;42.78035;-16.68054;4.08982
2984.05000;50373.01212;42.78334;-16.67971;4.09049
2984.30000;50374.03466;42.78633;-16.67876;4.08984
2984.55000;50375.05705;42.78935;-16.67779;4.08926
2984.80000;50376.07930;42.79238;-16.67681;4.08874
2985.05000;50377.10143;42.79542;-16.67583;4.08830
2985.30000;50378.12345;42.79847;-16.67485;4.08792
2985.55000;50379.14557;42.80147;-16.67405;4.08898
2985.80000;50380.16778;42.80445;-16.67314;4.08873
2986.05000;50381.18977;42.80749;-16.67206;4.08717
2986.30000;50382.21155;42.81054;-16.67110;4.08706
2986.55000;50383.23331;42.81358;-16.67015;4.08702
2986.80000;50384.25507;42.81661;-16.66923;4.08704
2987.05000;50385.27684;42.81962;-16.66832;4.08713
2987.30000;50386.29864;42.82262;-16.66745;4.08728
2987.55000;50387.32031;42.82564;-16.66641;4.08612
2987.80000;50388.34188;42.82866;-16.66552;4.08641
2988.05000;50389.36353;42.83165;-16.66467;4.08676
2988.30000;50390.38510;42.83466;-16.66367;4.08580
2988.55000;50391.40644;42.83770;-16.66264;4.08490
2988.80000;50392.42773;42.84072;-16.66177;4.08545
2989.05000;50393.44900;42.84376;-16.66077;4.08469
2989.30000;50394.47026;42.84676;-16.65993;4.08537
2989.55000;50395.49152;42.84977;-16.65896;4.08474
2989.80000;50396.51263;42.85280;-16.65798;4.08418
2990.05000;50397.53362;42.85584;-16.65699;4.08368
2990.30000;50398.55465;42.85884;-16.65619;4.08463
2990.55000;50399.57577;42.86182;-16.65526;4.08426
2990.80000;50400.59679;42.86482;-16.65434;4.08396
2991.05000;50401.61758;42.86787;-16.65324;4.08234
2991.30000;50402.63832;42.87088;-16.65244;4.08355
2991.55000;50403.65902;42.87392;-16.65136;4.08206
2991.80000;50404.67970;42.87691;-16.65059;4.08340
2992.05000;50405.70038;42.87993;-16.64955;4.08205
2992.30000;50406.72091;42.88295;-16.64863;4.08214
2992.55000;50407.74146;42.88596;-16.64775;4.08230
2992.80000;50408.76189;42.88899;-16.64670;4.08115
2993.05000;50409.78222;42.89201;-16.64581;4.08144
2993.30000;50410.80262;42.89501;-16.64495;4.08179
2993.55000;50411.82295;42.89803;-16.64394;4.08083
2993.80000;50412.84322;42.90102;-16.64309;4.08132
2994.05000;50413.86344;42.90404;-16.64210;4.08049
2994.30000;50414.88347;42.90708;-16.64108;4.07972
2994.55000;50415.90349;42.91009;-16.64024;4.08041
2994.80000;50416.92351;42.91310;-16.63926;4.07977
2995.05000;50417.94338;42.91614;-16.63827;4.07921
2995.30000;50418.96329;42.91913;-16.63746;4.08009
2995.55000;50419.98309;42.92217;-16.63635;4.07827
2995.80000;50421.00278;42.92519;-16.63553;4.07928
2996.05000;50422.02256;42.92819;-16.63460;4.07898
2996.30000;50423.04228;42.93119;-16.63367;4.07874
2996.55000;50424.06194;42.93419;-16.63275;4.07856
2996.80000;50425.08140;42.93724;-16.63166;4.07707
2997.05000;50426.10083;42.94025;-16.63088;4.07841
2997.30000;50427.12027;42.94328;-16.62983;4.07705
2997.55000;50428.13954;42.94630;-16.62890;4.07714
2997.80000;50429.15885;42.94932;-16.62801;4.07730
2998.05000;50430.17820;42.95231;-16.62714;4.07752
2998.30000;50431.19744;42.95532;-16.62612;4.07642
2998.55000;50432.21659;42.95833;-16.62524;4.07677
2998.80000;50433.23566;42.96135;-16.62422;4.07580
2999.05000;50434.25467;42.96436;-16.62336;4.07628
2999.30000;50435.27363;42.96739;-16.62236;4.07544
2999.55000;50436.29257;42.97039;-16.62151;4.07605
2999.80000;50437.31149;42.97339;-16.62054;4.07534
3000.05000;50438.33024;42.97642;-16.61955;4.07469
3000.30000;50439.34885;42.97947;-16.61854;4.07412
3000.55000;50440.36748;42.98248;-16.61772;4.07499
3000.80000;50441.38618;42.98548;-16.61677;4.07454
3001.05000;50442.40476;42.98849;-16.61582;4.07416
3001.30000;50443.42326;42.99151;-16.61487;4.07384
3001.55000;50444.44169;42.99453;-16.61393;4.07359
3001.80000;50445.46007;42.99755;-16.61299;4.07341
3002.05000;50446.47840;43.00056;-16.61206;4.07329
3002.30000;50447.49672;43.00357;-16.61115;4.07323
3002.55000;50448.51503;43.00656;-16.61026;4.07324
3002.80000;50449.53317;43.00959;-16.60920;4.07193
3003.05000;50450.55117;43.01263;-16.60828;4.07206
3003.30000;50451.56921;43.01564;-16.60739;4.07227
3003.55000;50452.58731;43.01862;-16.60652;4.07253
3003.80000;50453.60531;43.02163;-16.60551;4.07148
3004.05000;50454.62323;43.02463;-16.60465;4.07188
3004.30000;50455.64109;43.02765;-16.60364;4.07095
3004.55000;50456.65872;43.03070;-16.60261;4.07009
3004.80000;50457.67631;43.03373;-16.60174;4.07069
3005.05000;50458.69407;43.03671;-16.60091;4.07134
3005.30000;50459.71182;43.03970;-16.59996;4.07068
3005.55000;50460.72941;43.04270;-16.59899;4.07007
3005.80000;50461.74687;43.04573;-16.59802;4.06954
3006.05000;50462.76419;43.04876;-16.59703;4.06907
3006.30000;50463.78158;43.05176;-16.59623;4.07004
3006.55000;50464.79887;43.05480;-16.59513;4.06832
3006.80000;50465.81609;43.05780;-16.59433;4.06942
3007.05000;50466.83342;43.06079;-16.59342;4.06921
3007.30000;50467.85053;43.06382;-16.59233;4.06768
3007.55000;50468.86761;43.06682;-16.59156;4.06897
3007.80000;50469.88468;43.06984;-16.59051;4.06757
3008.05000;50470.90158;43.07286;-16.58958;4.06761
3008.30000;50471.91850;43.07587;-16.58868;4.06772
3008.55000;50472.93545;43.07886;-16.58781;4.06789
3008.80000;50473.95228;43.08187;-16.58678;4.06675
3009.05000;50474.96900;43.08488;-16.58590;4.06705
3009.30000;50475.98564;43.08792;-16.58486;4.06603
3009.55000;50477.00220;43.09094;-16.58398;4.06646
3009.80000;50478.01887;43.09392;-16.58315;4.06695
3010.05000;50479.03551;43.09691;-16.58217;4.06612
3010.30000;50480.05194;43.09994;-16.58117;4.06536
3010.55000;50481.06837;43.10293;-16.58034;4.06604
3010.80000;50482.08480;43.10593;-16.57937;4.06540
3011.05000;50483.10107;43.10895;-16.57840;4.06483
3011.30000;50484.11722;43.11199;-16.57741;4.06432
3011.55000;50485.13324;43.11503;-16.57642;4.06388
3011.80000;50486.14934;43.11803;-16.57561;4.06488
3012.05000;50487.16552;43.12102;-16.57469;4.06457
3012.30000;50488.18163;43.12401;-16.57377;4.06432
3012.55000;50489.19768;43.12700;-16.57286;4.06413
3012.80000;50490.21353;43.13004;-16.57178;4.06261
3013.05000;50491.22917;43.13309;-16.57082;4.06256
3013.30000;50492.24499;43.13607;-16.57007;4.06394
3013.55000;50493.26081;43.13908;-16.56903;4.06263
3013.80000;50494.27648;43.14208;-16.56814;4.06276
3014.05000;50495.29202;43.14512;-16.56709;4.06157
3014.30000;50496.30744;43.14815;-16.56618;4.06183
3014.55000;50497.32294;43.15115;-16.56530;4.06215
3014.80000;50498.33853;43.15412;-16.56446;4.06254
3015.05000;50499.35405;43.15712;-16.56348;4.06160
3015.30000;50500.36934;43.16014;-16.56247;4.06073
3015.55000;50501.38459;43.16315;-16.56161;4.06130
3015.80000;50502.39982;43.16616;-16.56063;4.06056
3016.05000;50503.41488;43.16919;-16.55962;4.05988
3016.30000;50504.42994;43.17220;-16.55879;4.06065
3016.55000;50505.44504;43.17520;-16.55783;4.06009
3016.80000;50506.46000;43.17822;-16.55686;4.05960
3017.05000;50507.47484;43.18125;-16.55589;4.05918
3017.30000;50508.48977;43.18423;-16.55509;4.06020
3017.55000;50509.50478;43.18720;-16.55419;4.05990
3017.80000;50510.51955;43.19023;-16.55311;4.05827
3018.05000;50511.53410;43.19327;-16.55215;4.05810
3018.30000;50512.54878;43.19625;-16.55138;4.05937
3018.55000;50513.56345;43.19926;-16.55033;4.05794
3018.80000;50514.57793;43.20228;-16.54942;4.05796
3019.05000;50515.59243;43.20528;-16.54852;4.05803
3019.30000;50516.60696;43.20826;-16.54764;4.05817
3019.55000;50517.62135;43.21127;-16.54661;4.05699
3019.80000;50518.63564;43.21428;-16.54573;4.05726
3020.05000;50519.64982;43.21732;-16.54469;4.05620
3020.30000;50520.66392;43.22033;-16.54380;4.05660
3020.55000;50521.67812;43.22332;-16.54296;4.05706
3020.80000;50522.69228;43.22632;-16.54197;4.05619
3021.05000;50523.70623;43.22935;-16.54096;4.05539
3021.30000;50524.72016;43.23236;-16.54011;4.05603
3021.55000;50525.73408;43.23537;-16.53913;4.05536
3021.80000;50526.74802;43.23835;-16.53832;4.05613
3022.05000;50527.76198;43.24133;-16.53738;4.05558
3022.30000;50528.77581;43.24432;-16.53644;4.05508
3022.55000;50529.78953;43.24732;-16.53549;4.05465
3022.80000;50530.80315;43.25034;-16.53454;4.05429
3023.05000;50531.81668;43.25335;-16.53359;4.05398
3023.30000;50532.83015;43.25637;-16.53264;4.05374
3023.55000;50533.84356;43.25939;-16.53171;4.05356
3023.80000;50534.85694;43.26240;-16.53078;4.05345
3024.05000;50535.87029;43.26540;-16.52987;4.05340
3024.30000;50536.88364;43.26839;-16.52897;4.05341
3024.55000;50537.89683;43.27142;-16.52791;4.05210
3024.80000;50538.90988;43.27445;-16.52699;4.05224
3025.05000;50539.92296;43.27746;-16.52610;4.05244
3025.30000;50540.93611;43.28044;-16.52523;4.05271
3025.55000;50541.94915;43.28345;-16.52422;4.05165
3025.80000;50542.96211;43.28645;-16.52335;4.05204
3026.05000;50543.97500;43.28946;-16.52234;4.05110
3026.30000;50544.98784;43.29246;-16.52149;4.05162
3026.55000;50546.00065;43.29547;-16.52050;4.05081
3026.80000;50547.01343;43.29845;-16.51967;4.05144
3027.05000;50548.02620;43.30144;-16.51871;4.05076
3027.30000;50549.03881;43.30445;-16.51774;4.05013
3027.55000;50550.05128;43.30748;-16.51675;4.04957
3027.80000;50551.06378;43.31047;-16.51593;4.05045
3028.05000;50552.07634;43.31346;-16.51500;4.05002
3028.30000;50553.08879;43.31645;-16.51407;4.04964
3028.55000;50554.10116;43.31945;-16.51313;4.04932
3028.80000;50555.11346;43.32245;-16.51220;4.04907
3029.05000;50556.12571;43.32545;-16.51128;4.04887
3029.30000;50557.13791;43.32845;-16.51036;4.04874
3029.55000;50558.15008;43.33144;-16.50946;4.04867
3029.80000;50559.16208;43.33447;-16.50839;4.04728
3030.05000;50560.17390;43.33750;-16.50746;4.04733
3030.30000;50561.18575;43.34052;-16.50655;4.04746
3030.55000;50562.19764;43.34352;-16.50566;4.04764
3030.80000;50563.20958;43.34650;-16.50480;4.04788
3031.05000;50564.22141;43.34950;-16.50379;4.04680
3031.30000;50565.23316;43.35249;-16.50293;4.04717
3031.55000;50566.24483;43.35550;-16.50192;4.04621
3031.80000;50567.25645;43.35849;-16.50107;4.04670
3032.05000;50568.26801;43.36150;-16.50008;4.04586
3032.30000;50569.27938;43.36453;-16.49907;4.04509
3032.55000;50570.29074;43.36754;-16.49822;4.04577
3032.80000;50571.30210;43.37055;-16.49724;4.04512
3033.05000;50572.31348;43.37353;-16.49643;4.04592
3033.30000;50573.32490;43.37650;-16.49550;4.04539
3033.55000;50574.33619;43.37949;-16.49456;4.04493
3033.80000;50575.34737;43.38249;-16.49361;4.04452
3034.05000;50576.35845;43.38550;-16.49267;4.04418
3034.30000;50577.36946;43.38851;-16.49172;4.04390
3034.55000;50578.38041;43.39152;-16.49079;4.04368
3034.80000;50579.39131;43.39453;-16.48986;4.04352
3035.05000;50580.40218;43.39753;-16.48894;4.04342
3035.30000;50581.41303;43.40052;-16.48804;4.04339
3035.55000;50582.42371;43.40355;-16.48697;4.04203
3035.80000;50583.43423;43.40659;-16.48604;4.04212
3036.05000;50584.44478;43.40960;-16.48513;4.04228
3036.30000;50585.45538;43.41260;-16.48425;4.04250
3036.55000;50586.46603;43.41557;-16.48340;4.04278
3036.80000;50587.47660;43.41856;-16.48240;4.04173
3037.05000;50588.48708;43.42154;-16.48155;4.04212
3037.30000;50589.49749;43.42454;-16.48055;4.04119
3037.55000;50590.50786;43.42752;-16.47971;4.04171
3037.80000;50591.51818;43.43052;-16.47874;4.04090
3038.05000;50592.52832;43.43354;-16.47774;4.04016
3038.30000;50593.53844;43.43653;-16.47691;4.04086
3038.55000;50594.54858;43.43952;-16.47594;4.04023
3038.80000;50595.55857;43.44254;-16.47497;4.03967
3039.05000;50596.56842;43.44556;-16.47399;4.03917
3039.30000;50597.57833;43.44855;-16.47318;4.04012
3039.55000;50598.58831;43.45153;-16.47226;4.03974
3039.80000;50599.59821;43.45451;-16.47134;4.03942
3040.05000;50600.60803;43.45750;-16.47043;4.03916
3040.30000;50601.61762;43.46054;-16.46933;4.03757
3040.55000;50602.62717;43.46353;-16.46854;4.03882
3040.80000;50603.63669;43.46656;-16.46747;4.03736
3041.05000;50604.64621;43.46954;-16.46671;4.03874
3041.30000;50605.65572;43.47255;-16.46567;4.03740
3041.55000;50606.66509;43.47555;-16.46477;4.03751
3041.80000;50607.67448;43.47854;-16.46389;4.03768
3042.05000;50608.68376;43.48155;-16.46286;4.03652
3042.30000;50609.69293;43.48456;-16.46197;4.03681
3042.55000;50610.70217;43.48754;-16.46112;4.03717
3042.80000;50611.71134;43.49054;-16.46012;4.03619
3043.05000;50612.72045;43.49352;-16.45927;4.03667
3043.30000;50613.72951;43.49652;-16.45828;4.03581
3043.55000;50614.73836;43.49955;-16.45727;4.03502
3043.80000;50615.74720;43.50255;-16.45643;4.03568
3044.05000;50616.75604;43.50556;-16.45545;4.03501
3044.30000;50617.76489;43.50853;-16.45464;4.03579
3044.55000;50618.77376;43.51151;-16.45370;4.03524
3044.80000;50619.78251;43.51449;-16.45276;4.03474
3045.05000;50620.79114;43.51749;-16.45181;4.03431
3045.30000;50621.79968;43.52050;-16.45086;4.03394
3045.55000;50622.80812;43.52351;-16.44991;4.03363
3045.80000;50623.81650;43.52653;-16.44897;4.03339
3046.05000;50624.82482;43.52954;-16.44803;4.03320
3046.30000;50625.83311;43.53255;-16.44710;4.03308
