# time [s]; height [m]; vInf [m/s]; vHor [m/s]; vVer [m/s]
0.00000;62000.00000;114.29334;30.00000;0.00000
0.10000;61999.99533;114.22159;29.92822;-0.09204
0.20000;61999.98247;114.15033;29.85691;-0.15800
0.30000;61999.96274;114.07976;29.78624;-0.23522
0.40000;61999.93557;114.00974;29.71610;-0.30670
0.50000;61999.90127;113.94033;29.64655;-0.37798
0.60000;61999.85984;113.87151;29.57754;-0.44919
0.70000;61999.81127;113.80330;29.50911;-0.52064
0.80000;61999.75557;113.73567;29.44124;-0.59200
0.90000;61999.69274;113.66866;29.37395;-0.66314
1.00000;61999.62281;113.60223;29.30720;-0.73418
1.10000;61999.54578;113.53640;29.24104;-0.80500
1.20000;61999.46168;113.47116;29.17542;-0.87569
1.30000;61999.37049;113.40652;29.11038;-0.94658
1.40000;61999.27223;113.34246;29.04588;-1.01733
1.50000;61999.16690;113.27901;28.98196;-1.08783
1.60000;61999.05453;113.21614;28.91859;-1.15818
1.70000;61998.93512;113.15386;28.85579;-1.22869
1.80000;61998.80866;113.09217;28.79353;-1.29903
1.90000;61998.67516;113.03108;28.73185;-1.36953
2.00000;61998.53463;112.97056;28.67071;-1.43984
2.10000;61998.38707;112.91064;28.61014;-1.50986
2.20000;61998.23251;112.85130;28.55011;-1.58011
2.30000;61998.07093;112.79256;28.49065;-1.65005
2.40000;61997.90237;112.73438;28.43173;-1.71977
2.50000;61997.72683;112.67681;28.37338;-1.78961
2.60000;61997.54432;112.61980;28.31557;-1.85921
2.70000;61997.35485;112.56339;28.25832;-1.92890
2.80000;61997.15842;112.50754;28.20161;-1.99835
2.90000;61996.95504;112.45229;28.14547;-2.06788
3.00000;61996.74470;112.39761;28.08985;-2.13757
3.10000;61996.52741;112.34352;28.03481;-2.20689
3.20000;61996.30318;112.29000;27.98029;-2.27636
3.30000;61996.07200;112.23707;27.92634;-2.34588
3.40000;61995.83388;112.18470;27.87293;-2.41510
3.50000;61995.58884;112.13293;27.82007;-2.48436
3.60000;61995.33689;112.08171;27.76775;-2.55330
3.70000;61995.07805;112.03108;27.71599;-2.62226
3.80000;61994.81230;111.98101;27.66475;-2.69132
3.90000;61994.53965;111.93154;27.61407;-2.76038
4.00000;61994.26011;111.88261;27.56392;-2.82910
4.10000;61993.97369;111.83428;27.51433;-2.89780
4.20000;61993.68041;111.78650;27.46526;-2.96657
4.30000;61993.38025;111.73931;27.41675;-3.03531
4.40000;61993.07321;111.69267;27.36876;-3.10409
4.50000;61992.75930;111.64662;27.32133;-3.17283
4.60000;61992.43853;111.60111;27.27442;-3.24117
4.70000;61992.11093;111.55619;27.22807;-3.30946
4.80000;61991.77651;111.51182;27.18224;-3.37776
4.90000;61991.43525;111.46803;27.13696;-3.44599
5.00000;61991.08718;111.42478;27.09219;-3.51421
5.10000;61990.73228;111.38212;27.04798;-3.58234
5.20000;61990.37058;111.34000;27.00428;-3.65045
5.30000;61990.00207;111.29846;26.96114;-3.71845
5.40000;61989.62676;111.25746;26.91850;-3.78641
5.50000;61989.24464;111.21704;26.87641;-3.85467
5.60000;61988.85570;111.17717;26.83483;-3.92288
5.70000;61988.45994;111.13787;26.79380;-3.99094
5.80000;61988.05738;111.09911;26.75328;-4.05894
5.90000;61987.64803;111.06093;26.71332;-4.12678
6.00000;61987.23190;111.02328;26.67386;-4.19453
6.10000;61986.80900;110.98621;26.63495;-4.26212
6.20000;61986.37933;110.94967;26.59653;-4.33000
6.30000;61985.94288;110.91371;26.55867;-4.39772
6.40000;61985.49966;110.87827;26.52131;-4.46530
6.50000;61985.04968;110.84341;26.48448;-4.53310
6.60000;61984.59292;110.80908;26.44816;-4.60075
6.70000;61984.12941;110.77533;26.41239;-4.66820
6.80000;61983.65914;110.74210;26.37711;-4.73589
6.90000;61983.18211;110.70944;26.34238;-4.80337
7.00000;61982.69834;110.67730;26.30815;-4.87066
7.10000;61982.20784;110.64574;26.27445;-4.93813
7.20000;61981.71060;110.61469;26.24125;-5.00539
7.30000;61981.20662;110.58422;26.20859;-5.07282
7.40000;61980.69592;110.55427;26.17642;-5.14002
7.50000;61980.17848;110.52489;26.14479;-5.20737
7.60000;61979.65433;110.49602;26.11366;-5.27448
7.70000;61979.12345;110.46772;26.08306;-5.34173
7.80000;61978.58587;110.43994;26.05295;-5.40872
7.90000;61978.04157;110.41272;26.02338;-5.47583
8.00000;61977.49056;110.38601;25.99428;-5.54307
8.10000;61976.93285;110.35987;25.96574;-5.61001
8.20000;61976.36843;110.33424;25.93767;-5.67705
8.30000;61975.79730;110.30918;25.91013;-5.74420
8.40000;61975.21948;110.28462;25.88308;-5.81102
8.50000;61974.63497;110.26063;25.85656;-5.87793
8.60000;61974.04376;110.23714;25.83052;-5.94490
8.70000;61973.44586;110.21422;25.80501;-6.01195
8.80000;61972.84124;110.19180;25.77997;-6.07904
8.90000;61972.22994;110.16995;25.75548;-6.14578
9.00000;61971.61195;110.14856;25.73171;-6.20767
9.10000;61970.98751;110.12781;25.70797;-6.27975
9.20000;61970.35613;110.10755;25.68498;-6.34665
9.30000;61969.71806;110.08783;25.66251;-6.41344
9.40000;61969.07331;110.06863;25.64052;-6.48037
9.50000;61968.42187;110.04997;25.61905;-6.54716
9.60000;61967.76374;110.03182;25.59805;-6.61407
9.70000;61967.09893;110.01421;25.57758;-6.68084
9.80000;61966.42744;109.99711;25.55758;-6.74771
9.90000;61965.74928;109.98055;25.53810;-6.81441
10.00000;61965.06443;109.96450;25.51910;-6.88120
10.10000;61964.37292;109.94899;25.50061;-6.94781
10.20000;61963.67474;109.93398;25.48260;-7.01448
10.30000;61962.96991;109.91950;25.46511;-7.08097
10.40000;61962.25842;109.90553;25.44808;-7.14749
10.50000;61961.54027;109.89210;25.43156;-7.21423
10.60000;61960.81545;109.87917;25.41550;-7.28098
10.70000;61960.08396;109.86677;25.39997;-7.34752
10.80000;61959.34582;109.85487;25.38490;-7.41406
10.90000;61958.60101;109.84350;25.37033;-7.48079
11.00000;61957.84954;109.83263;25.35623;-7.54749
11.10000;61957.09140;109.82229;25.34264;-7.61396
11.20000;61956.32662;109.81245;25.32953;-7.68039
11.30000;61955.55519;109.80314;25.31690;-7.74697
11.40000;61954.77711;109.79431;25.30475;-7.81350
11.50000;61953.99236;109.78602;25.29309;-7.88016
11.60000;61953.20095;109.77822;25.28189;-7.94675
11.70000;61952.40290;109.77095;25.27121;-8.01306
11.80000;61951.59820;109.76416;25.26098;-8.07969
11.90000;61950.78685;109.75790;25.25125;-8.14601
12.00000;61949.96886;109.75212;25.24197;-8.21264
12.10000;61949.14422;109.74687;25.23321;-8.27895
12.20000;61948.31293;109.74210;25.22488;-8.34554
12.30000;61947.47498;109.73785;25.21704;-8.41221
12.40000;61946.63037;109.73409;25.20967;-8.47874
12.50000;61945.77911;109.73085;25.20278;-8.54534
12.60000;61944.92119;109.72809;25.19636;-8.61177
12.70000;61944.05663;109.72585;25.19043;-8.67825
12.80000;61943.18542;109.72408;25.18497;-8.74456
12.90000;61942.30759;109.72283;25.17999;-8.81090
13.00000;61941.42311;109.72206;25.17544;-8.87745
13.10000;61940.53197;109.72180;25.17138;-8.94402
13.20000;61939.63419;109.72202;25.16778;-9.01038
13.30000;61938.72977;109.72275;25.16467;-9.07675
13.40000;61937.81871;109.72396;25.16200;-9.14329
13.50000;61936.90099;109.72567;25.15980;-9.20983
13.60000;61935.97661;109.72786;25.15804;-9.27652
13.70000;61935.04557;109.73056;25.15677;-9.34319
13.80000;61934.10786;109.73373;25.15596;-9.40961
13.90000;61933.16352;109.73740;25.15564;-9.47597
14.00000;61932.21254;109.74154;25.15574;-9.54248
14.10000;61931.25491;109.74619;25.15633;-9.60892
14.20000;61930.29063;109.75130;25.15734;-9.67548
14.30000;61929.31969;109.75692;25.15884;-9.74196
14.40000;61928.34211;109.76299;25.16077;-9.80855
14.50000;61927.35786;109.76958;25.16319;-9.87505
14.60000;61926.36697;109.77662;25.16602;-9.94163
14.70000;61925.36942;109.78416;25.16935;-10.00812
14.80000;61924.36522;109.79216;25.17310;-10.07466
14.90000;61923.35437;109.80066;25.17733;-10.14110
15.00000;61922.33688;109.80961;25.18199;-10.20758
15.10000;61921.31272;109.81907;25.18710;-10.27434
15.20000;61920.28188;109.82897;25.19263;-10.34114
15.30000;61919.24438;109.83938;25.19865;-10.40779
15.40000;61918.20020;109.85024;25.20509;-10.47446
15.50000;61917.14937;109.86159;25.21202;-10.54097
15.60000;61916.09186;109.87339;25.21933;-10.60790
15.70000;61915.02767;109.88569;25.22712;-10.67465
15.80000;61913.95681;109.89842;25.23534;-10.74139
15.90000;61912.87926;109.91166;25.24401;-10.80835
16.00000;61911.79502;109.92534;25.25310;-10.87528
16.10000;61910.70410;109.93952;25.26268;-10.94201
16.20000;61909.60650;109.95413;25.27267;-11.00870
16.30000;61908.50222;109.96923;25.28311;-11.07558
16.40000;61907.39126;109.98477;25.29397;-11.14240
16.50000;61906.27361;110.00081;25.30528;-11.20940
16.60000;61905.14926;110.01728;25.31701;-11.27633
16.70000;61904.01822;110.03424;25.32919;-11.34343
16.80000;61902.88046;110.05163;25.34178;-11.41044
16.90000;61901.73600;110.06951;25.35483;-11.47759
17.00000;61900.58483;110.08782;25.36829;-11.54465
17.10000;61899.42694;110.10662;25.38220;-11.61184
17.20000;61898.26234;110.12585;25.39652;-11.67892
17.30000;61897.09103;110.14556;25.41130;-11.74611
17.40000;61895.91300;110.16570;25.42648;-11.81318
17.50000;61894.72827;110.18632;25.44212;-11.88035
17.60000;61893.53682;110.20736;25.45817;-11.94739
17.70000;61892.33866;110.22889;25.47467;-12.01451
17.80000;61891.13378;110.25083;25.49154;-12.08189
17.90000;61889.92218;110.27326;25.50889;-12.14893
18.00000;61888.70386;110.29610;25.52662;-12.21622
18.10000;61887.47881;110.31942;25.54479;-12.28357
18.20000;61886.24704;110.34315;25.56338;-12.35073
18.30000;61885.00854;110.36736;25.58241;-12.41794
18.40000;61883.76331;110.39199;25.60181;-12.48538
18.50000;61882.51134;110.41708;25.62165;-12.55284
18.60000;61881.25263;110.44259;25.64191;-12.62010
18.70000;61879.98720;110.46857;25.66261;-12.68737
18.80000;61878.71503;110.49495;25.68367;-12.75484
18.90000;61877.43611;110.52181;25.70518;-12.82231
19.00000;61876.15044;110.54907;25.72706;-12.88996
19.10000;61874.85800;110.57681;25.74938;-12.95761
19.20000;61873.55878;110.60495;25.77206;-13.02542
19.30000;61872.25279;110.63355;25.79519;-13.09321
19.40000;61870.94003;110.66256;25.81873;-13.16074
19.50000;61869.62050;110.69203;25.84267;-13.22865
19.60000;61868.29419;110.72190;25.86702;-13.29629
19.70000;61866.96112;110.75224;25.89181;-13.36388
19.80000;61865.62129;110.78296;25.91696;-13.43159
19.90000;61864.27469;110.81415;25.94256;-13.49925
20.00000;61862.92131;110.84574;25.96851;-13.56702
20.10000;61861.56116;110.87778;25.99491;-13.63472
20.20000;61860.19424;110.91021;26.02167;-13.70252
20.30000;61858.82052;110.94310;26.04882;-13.77066
20.40000;61857.44000;110.97638;26.07638;-13.83847
20.50000;61856.05269;111.01011;26.10433;-13.90660
20.60000;61854.65856;111.04424;26.13264;-13.97481
20.70000;61853.25761;111.07881;26.16140;-14.04291
20.80000;61851.84985;111.11378;26.19051;-14.11107
20.90000;61850.43528;111.14919;26.22006;-14.17911
21.00000;61849.01390;111.18498;26.24997;-14.24721
21.10000;61847.58570;111.22123;26.28028;-14.31559
21.20000;61846.15066;111.25786;26.31093;-14.38402
21.30000;61844.70879;111.29493;26.34203;-14.45230
21.40000;61843.26008;111.33238;26.37349;-14.52061
21.50000;61841.80453;111.37028;26.40533;-14.58918
21.60000;61840.34212;111.40856;26.43753;-14.65777
21.70000;61838.87286;111.44728;26.47018;-14.72620
21.80000;61837.39676;111.48637;26.50317;-14.79463
21.90000;61835.91380;111.52590;26.53656;-14.86330
22.00000;61834.42398;111.56581;26.57029;-14.93196
22.10000;61832.92729;111.60615;26.60448;-15.00044
22.20000;61831.42377;111.64686;26.63900;-15.06889
22.30000;61829.91338;111.68801;26.67392;-15.13757
22.40000;61828.39613;111.72952;26.70919;-15.20622
22.50000;61826.87201;111.77148;26.74484;-15.27508
22.60000;61825.34100;111.81379;26.78084;-15.34389
22.70000;61823.80310;111.85654;26.81723;-15.41291
22.80000;61822.25829;111.89965;26.85397;-15.48188
22.90000;61820.70659;111.94319;26.89109;-15.55104
23.00000;61819.14797;111.98709;26.92857;-15.62014
23.10000;61817.58245;112.03142;26.96648;-15.68898
23.20000;61816.01003;112.07611;27.00469;-15.75819
23.30000;61814.43070;112.12123;27.04333;-15.82713
23.40000;61812.84446;112.16669;27.08227;-15.89642
23.50000;61811.25131;112.21259;27.12165;-15.96544
23.60000;61809.65124;112.25883;27.16130;-16.03479
23.70000;61808.04424;112.30550;27.20141;-16.10387
23.80000;61806.43032;112.35251;27.24180;-16.17326
23.90000;61804.80946;112.39996;27.28257;-16.24281
24.00000;61803.18164;112.44774;27.32369;-16.31223
24.10000;61801.54688;112.49595;27.36519;-16.38178
24.20000;61799.90517;112.54449;27.40703;-16.45121
24.30000;61798.25651;112.59346;27.44925;-16.52076
24.40000;61796.60090;112.64276;27.49181;-16.59017
24.50000;61794.93835;112.69249;27.53476;-16.65969
24.60000;61793.26883;112.74255;27.57798;-16.72950
24.70000;61791.59232;112.79302;27.62158;-16.79942
24.80000;61789.90883;112.84383;27.66552;-16.86917
24.90000;61788.21836;112.89506;27.70985;-16.93903
25.00000;61786.52091;112.94661;27.75451;-17.00871
25.10000;61784.81649;112.99858;27.79955;-17.07848
25.20000;61783.10508;113.05087;27.84486;-17.14851
25.30000;61781.38666;113.10357;27.89056;-17.21862
25.40000;61779.66124;113.15660;27.93658;-17.28853
25.50000;61777.92882;113.21004;27.98299;-17.35852
25.60000;61776.18940;113.26380;28.02967;-17.42875
25.70000;61774.44295;113.31797;28.07673;-17.49904
25.80000;61772.68948;113.37245;28.12412;-17.56912
25.90000;61770.92900;113.42734;28.17189;-17.63925
26.00000;61769.16149;113.48254;28.21992;-17.70961
26.10000;61767.38695;113.53816;28.26833;-17.78001
26.20000;61765.60538;113.59407;28.31707;-17.85019
26.30000;61763.81678;113.65040;28.36620;-17.92040
26.40000;61762.02116;113.70703;28.41557;-17.99082
26.50000;61760.21850;113.76406;28.46533;-18.06126
26.60000;61758.40877;113.82139;28.51535;-18.13191
26.70000;61756.59199;113.87913;28.56575;-18.20258
26.80000;61754.76815;113.93717;28.61647;-18.27299
26.90000;61752.93724;113.99561;28.66750;-18.34386
27.00000;61751.09926;114.05434;28.71885;-18.41447
27.10000;61749.25422;114.11347;28.77058;-18.48509
27.20000;61747.40211;114.17290;28.82257;-18.55588
27.30000;61745.54292;114.23272;28.87493;-18.62667
27.40000;61743.67664;114.29283;28.92754;-18.69762
27.50000;61741.80327;114.35334;28.98053;-18.76857
27.60000;61739.92280;114.41413;29.03376;-18.83968
27.70000;61738.03521;114.47532;29.08738;-18.91077
27.80000;61736.14051;114.53679;29.14124;-18.98202
27.90000;61734.23868;114.59866;29.19548;-19.05324
28.00000;61732.32973;114.66081;29.24996;-19.12462
28.10000;61730.41364;114.72335;29.30482;-19.19596
28.20000;61728.49040;114.78614;29.36075;-19.26243
28.30000;61726.56027;114.84937;29.41540;-19.33887
28.40000;61724.62277;114.91286;29.47120;-19.41002
28.50000;61722.67813;114.97672;29.52729;-19.48152
28.60000;61720.72635;115.04087;29.58371;-19.55275
28.70000;61718.76743;115.10538;29.64041;-19.62433
28.80000;61716.80135;115.17019;29.69736;-19.69609
28.90000;61714.82809;115.23535;29.75467;-19.76773
29.00000;61712.84767;115.30081;29.81224;-19.83955
29.10000;61710.86007;115.36662;29.87016;-19.91123
29.20000;61708.86529;115.43272;29.92833;-19.98310
29.30000;61706.86333;115.49918;29.98685;-20.05482
29.40000;61704.85419;115.56592;30.04563;-20.12672
29.50000;61702.83786;115.63301;30.10476;-20.19847
29.60000;61700.81436;115.70038;30.16413;-20.27038
29.70000;61698.78367;115.76810;30.22386;-20.34214
29.80000;61696.74580;115.83610;30.28383;-20.41406
29.90000;61694.70072;115.90444;30.34408;-20.48628
30.00000;61692.64843;115.97307;30.40465;-20.55820
30.10000;61690.58893;116.04203;30.46549;-20.63041
30.20000;61688.52221;116.11128;30.52657;-20.70278
30.30000;61686.44826;116.18086;30.58800;-20.77497
30.40000;61684.36708;116.25072;30.64967;-20.84731
30.50000;61682.27868;116.32091;30.71169;-20.91947
30.60000;61680.18305;116.39138;30.77395;-20.99177
30.70000;61678.08018;116.46218;30.83648;-21.06436
30.80000;61675.97007;116.53325;30.89932;-21.13661
30.90000;61673.85272;116.60465;30.96243;-21.20915
31.00000;61671.72810;116.67632;31.02577;-21.28181
31.10000;61669.59624;116.74831;31.08946;-21.35428
31.20000;61667.45711;116.82057;31.15338;-21.42688
31.30000;61665.31072;116.89316;31.21756;-21.49975
31.40000;61663.15705;116.96601;31.28206;-21.57226
31.50000;61660.99612;117.03918;31.34681;-21.64505
31.60000;61658.82791;117.11262;31.41180;-21.71796
31.70000;61656.65241;117.18637;31.47713;-21.79065
31.80000;61654.46964;117.26038;31.54268;-21.86346
31.90000;61652.27958;117.33471;31.60849;-21.93653
32.00000;61650.08223;117.40929;31.67460;-22.00923
32.10000;61647.87759;117.48419;31.74098;-22.08218
32.20000;61645.66566;117.55934;31.80757;-22.15525
32.30000;61643.44643;117.63480;31.87451;-22.22809
32.40000;61641.21991;117.71050;31.94166;-22.30102
32.50000;61638.98608;117.78653;32.00906;-22.37422
32.60000;61636.74493;117.86279;32.07668;-22.44751
32.70000;61634.49646;117.93937;32.14464;-22.52056
32.80000;61632.24068;118.01618;32.21281;-22.59371
32.90000;61629.97757;118.09330;32.28124;-22.66711
33.00000;61627.70712;118.17067;32.34986;-22.74060
33.10000;61625.42934;118.24834;32.41884;-22.81384
33.20000;61623.14422;118.32624;32.48801;-22.88718
33.30000;61620.85176;118.40445;32.55744;-22.96075
33.40000;61618.55193;118.48289;32.62706;-23.03441
33.50000;61616.24476;118.56163;32.69703;-23.10782
33.60000;61613.93024;118.64060;32.76720;-23.18131
33.70000;61611.60835;118.71987;32.83761;-23.25504
33.80000;61609.27909;118.79936;32.90822;-23.32884
33.90000;61606.94247;118.87916;32.97917;-23.40239
34.00000;61604.59848;118.95917;33.05031;-23.47601
34.10000;61602.24712;119.03948;33.12169;-23.54987
34.20000;61599.88837;119.12001;33.19327;-23.62380
34.30000;61597.52224;119.20083;33.26518;-23.69747
34.40000;61595.14874;119.28187;33.33729;-23.77120
34.50000;61592.76786;119.36320;33.40962;-23.84516
34.60000;61590.37957;119.44474;33.48215;-23.91919
34.70000;61587.98390;119.52658;33.55501;-23.99295
34.80000;61585.58085;119.60861;33.62805;-24.06678
34.90000;61583.17040;119.69094;33.70133;-24.14083
35.00000;61580.75255;119.77347;33.77478;-24.21495
35.10000;61578.32729;119.85628;33.84857;-24.28878
35.20000;61575.89463;119.93929;33.92243;-24.36318
35.30000;61573.45454;120.02259;33.99662;-24.43730
35.40000;61571.00703;120.10608;34.07098;-24.51148
35.50000;61568.55210;120.18985;34.14557;-24.58587
35.60000;61566.08972;120.27381;34.22033;-24.66033
35.70000;61563.61991;120.35805;34.29542;-24.73450
35.80000;61561.14269;120.44248;34.37067;-24.80873
35.90000;61558.65802;120.52719;34.44615;-24.88317
36.00000;61556.16591;120.61209;34.52179;-24.95768
36.10000;61553.66637;120.69725;34.59776;-25.03188
36.20000;61551.15940;120.78260;34.67389;-25.10614
36.30000;61548.64500;120.86822;34.75023;-25.18062
36.40000;61546.12314;120.95402;34.82674;-25.25516
36.50000;61543.59382;121.04009;34.90346;-25.32990
36.60000;61541.05702;121.12634;34.98033;-25.40471
36.70000;61538.51276;121.21285;35.05753;-25.47920
36.80000;61535.96104;121.29954;35.13489;-25.55377
36.90000;61533.40186;121.38649;35.21245;-25.62853
37.00000;61530.83520;121.47362;35.29016;-25.70336
37.10000;61528.26107;121.56100;35.36820;-25.77787
37.20000;61525.67949;121.64855;35.44637;-25.85245
37.30000;61523.09043;121.73636;35.52476;-25.92722
37.40000;61520.49390;121.82434;35.60329;-26.00207
37.50000;61517.88990;121.91257;35.68213;-26.07658
37.60000;61515.27842;122.00096;35.76100;-26.15170
37.70000;61512.65944;122.08961;35.84019;-26.22648
37.80000;61510.03298;122.17841;35.91951;-26.30134
37.90000;61507.39903;122.26747;35.99903;-26.37638
38.00000;61504.75757;122.35669;36.07869;-26.45151
38.10000;61502.10861;122.44615;36.15866;-26.52629
38.20000;61499.45217;122.53576;36.23876;-26.60115
38.30000;61496.78823;122.62562;36.31906;-26.67620
38.40000;61494.11679;122.71564;36.39948;-26.75134
38.50000;61491.43784;122.80589;36.48021;-26.82612
38.60000;61488.75142;122.89629;36.56106;-26.90099
38.70000;61486.05750;122.98693;36.64211;-26.97604
38.80000;61483.35607;123.07772;36.72327;-27.05118
38.90000;61480.64712;123.16874;36.80462;-27.12650
39.00000;61477.93063;123.25991;36.88609;-27.20193
39.10000;61475.20661;123.35131;36.96787;-27.27698
39.20000;61472.47509;123.44286;37.04976;-27.35214
39.30000;61469.73604;123.53463;37.13183;-27.42746
39.40000;61466.98945;123.62655;37.21401;-27.50290
39.50000;61464.23534;123.71869;37.29650;-27.57796
39.60000;61461.47371;123.81097;37.37909;-27.65314
39.70000;61458.70456;123.90347;37.46186;-27.72848
39.80000;61455.92787;123.99610;37.54473;-27.80393
39.90000;61453.14365;124.08895;37.62789;-27.87901
40.00000;61450.35192;124.18193;37.71115;-27.95420
40.10000;61447.55267;124.27513;37.79459;-28.02956
40.20000;61444.74587;124.36845;37.87811;-28.10503
40.30000;61441.93151;124.46199;37.96181;-28.18068
40.40000;61439.10961;124.55565;38.04572;-28.25590
40.50000;61436.28018;124.64952;38.12980;-28.33128
40.60000;61433.44321;124.74351;38.21396;-28.40679
40.70000;61430.59868;124.83772;38.29829;-28.48247
40.80000;61427.74660;124.93204;38.38283;-28.55772
40.90000;61424.88698;125.02656;38.46752;-28.63314
41.00000;61422.01982;125.12120;38.55230;-28.70869
41.10000;61419.14509;125.21605;38.63723;-28.78442
41.20000;61416.26282;125.31100;38.72237;-28.85972
41.30000;61413.37300;125.40616;38.80766;-28.93519
41.40000;61410.47563;125.50143;38.89303;-29.01080
41.50000;61407.57072;125.59689;38.97867;-29.08602
41.60000;61404.65828;125.69245;39.06439;-29.16137
41.70000;61401.73829;125.78821;39.15025;-29.23691
41.80000;61398.81074;125.88408;39.23617;-29.31259
41.90000;61395.87565;125.98014;39.32238;-29.38788
42.00000;61392.93302;126.07629;39.40864;-29.46332
42.10000;61389.98283;126.17264;39.49504;-29.53894
42.20000;61387.02508;126.26909;39.58150;-29.61471
42.30000;61384.05977;126.36571;39.66823;-29.69009
42.40000;61381.08691;126.46244;39.75502;-29.76562
42.50000;61378.10649;126.55935;39.84194;-29.84134
42.60000;61375.11852;126.65635;39.92905;-29.91664
42.70000;61372.12301;126.75353;40.01629;-29.99213
42.80000;61369.11994;126.85080;40.10357;-30.06778
42.90000;61366.10930;126.94825;40.19098;-30.14363
43.00000;61363.09109;127.04579;40.27858;-30.21905
43.10000;61360.06533;127.14350;40.36629;-30.29468
43.20000;61357.03200;127.24130;40.45405;-30.37046
43.30000;61353.99111;127.33926;40.54206;-30.44587
43.40000;61350.94267;127.43731;40.63012;-30.52144
43.50000;61347.88667;127.53553;40.71828;-30.59722
43.60000;61344.82310;127.63383;40.80662;-30.67259
43.70000;61341.75199;127.73229;40.89508;-30.74816
43.80000;61338.67332;127.83083;40.98356;-30.82391
43.90000;61335.58708;127.92953;41.07229;-30.89928
44.00000;61332.49330;128.02831;41.16105;-30.97483
44.10000;61329.39196;128.12725;41.24991;-31.05059
44.20000;61326.28306;128.22625;41.33894;-31.12595
44.30000;61323.16661;128.32542;41.42806;-31.20152
44.40000;61320.04260;128.42465;41.51721;-31.27729
44.50000;61316.91103;128.52404;41.60659;-31.35268
44.60000;61313.77191;128.62349;41.69600;-31.42826
44.70000;61310.62525;128.72309;41.78564;-31.50347
44.80000;61307.47105;128.82276;41.87528;-31.57887
44.90000;61304.30931;128.92257;41.96502;-31.65451
45.00000;61301.14002;129.02244;42.05491;-31.72975
45.10000;61297.96320;129.12246;42.14489;-31.80522
45.20000;61294.77882;129.22254;42.23486;-31.88090
45.30000;61291.58689;129.32276;42.32507;-31.95621
45.40000;61288.38742;129.42303;42.41527;-32.03173
45.50000;61285.18041;129.52344;42.50571;-32.10689
45.60000;61281.96588;129.62390;42.59613;-32.18226
45.70000;61278.74380;129.72451;42.68663;-32.25789
45.80000;61275.51417;129.82516;42.77727;-32.33312
45.90000;61272.27701;129.92594;42.86798;-32.40861
46.00000;61269.03232;130.02677;42.95883;-32.48370
46.10000;61265.78010;130.12773;43.04974;-32.55906
46.20000;61262.52034;130.22874;43.14063;-32.63465
46.30000;61259.25304;130.32987;43.23174;-32.70988
46.40000;61255.97820;130.43105;43.32282;-32.78535
46.50000;61252.69584;130.53235;43.41413;-32.86047
46.60000;61249.40595;130.63369;43.50539;-32.93583
46.70000;61246.10854;130.73515;43.59688;-33.01084
46.80000;61242.80361;130.83664;43.68832;-33.08610
46.90000;61239.49118;130.93826;43.77998;-33.16101
47.00000;61236.17125;131.03990;43.87160;-33.23617
47.10000;61232.84381;131.14167;43.96342;-33.31099
47.20000;61229.50888;131.24346;44.05520;-33.38606
47.30000;61226.16643;131.34537;44.14702;-33.46143
47.40000;61222.81646;131.44730;44.23895;-33.53643
47.50000;61219.45897;131.54935;44.33092;-33.61173
47.60000;61216.09398;131.65142;44.42300;-33.68666
47.70000;61212.72147;131.75360;44.51512;-33.76190
47.80000;61209.34146;131.85580;44.60734;-33.83677
47.90000;61205.95395;131.95811;44.69959;-33.91195
48.00000;61202.55893;132.06044;44.79195;-33.98678
48.10000;61199.15642;132.16287;44.88433;-34.06191
48.20000;61195.74641;132.26532;44.97681;-34.13670
48.30000;61192.32891;132.36787;45.06932;-34.21180
48.40000;61188.90392;132.47043;45.16192;-34.28655
48.50000;61185.47143;132.57310;45.25453;-34.36164
48.60000;61182.03145;132.67577;45.34724;-34.43637
48.70000;61178.58401;132.77853;45.44013;-34.51078
48.80000;61175.12912;132.88130;45.53294;-34.58551
48.90000;61171.66677;132.98417;45.62593;-34.65992
49.00000;61168.19697;133.08704;45.71883;-34.73464
49.10000;61164.71970;133.19000;45.81191;-34.80905
49.20000;61161.23498;133.29296;45.90489;-34.88379
49.30000;61157.74280;133.39600;45.99805;-34.95822
49.40000;61154.24316;133.49905;46.09111;-35.03298
49.50000;61150.73606;133.60218;46.18434;-35.10743
49.60000;61147.22148;133.70529;46.27908;-35.17624
49.70000;61143.69976;133.80852;46.37075;-35.25672
49.80000;61140.17030;133.91173;46.46413;-35.33090
49.90000;61136.63340;134.01501;46.55747;-35.40544
50.00000;61133.08906;134.11829;46.65090;-35.47967
50.10000;61129.53729;134.22164;46.74429;-35.55427
50.20000;61125.97807;134.32499;46.83777;-35.62857
50.30000;61122.41143;134.42840;46.93137;-35.70257
50.40000;61118.83737;134.53181;47.02488;-35.77695
50.50000;61115.25589;134.63528;47.11852;-35.85104
50.60000;61111.66702;134.73874;47.21224;-35.92483
50.70000;61108.07075;134.84225;47.30590;-35.99901
50.80000;61104.46707;134.94577;47.39964;-36.07290
50.90000;61100.85599;135.04933;47.49331;-36.14719
51.00000;61097.23749;135.15289;47.58706;-36.22120
51.10000;61093.61160;135.25649;47.68092;-36.29493
51.20000;61089.97832;135.36008;47.77467;-36.36906
51.30000;61086.33764;135.46372;47.86853;-36.44293
51.40000;61082.68958;135.56735;47.96246;-36.51651
51.50000;61079.03415;135.67102;48.05630;-36.59052
51.60000;61075.37133;135.77468;48.15021;-36.66426
